subject_code,section,course_title,units,time,room,instructor,max_no,lang,level,free_slots,remarks,s,p
A,DISSERTATION II,0.0,TBA,TBA,TBA| -,50,ENG,G,50,ALL SLOTS FOR PHD Psych MAJORS. ALL SLOTS FOR PHD CPsych MAJORS.,N,N,
A,DISSERTATION I,0.0,TBA,TBA,TBA| -,50,ENG,G,50,ALL SLOTS FOR PHD Psych MAJORS. ALL SLOTS FOR PHD CPsych MAJORS.,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,50,ENG,G,44,ALL SLOTS FOR PHD Psych MAJORS. ALL SLOTS FOR PHD CPsych MAJORS.,N,N,
A,THESIS II,0.0,TBA,TBA,TBA| -,50,ENG,G,47,*FOR PSY STUDENTS ACROSS MA PSY PROGRAMS,N,N,
A,THESIS I,0.0,TBA,TBA,TBA| -,50,ENG,G,49,*FOR PSY STUDENTS ACROSS MA PSY PROGRAMS,N,N,
A,CULMINATING PROJECT,3.0,TBA,TBA,TBA| -,50,ENG,G,47,*FOR PSY GRAD STUDENTS ACROSS MP PSY PROGRAMS ONLY,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,50,ENG,G,30,*FOR PSY GRAD STUDENTS ACROSS MA/MP PSY PROGRAMS ONLY,N,N,
A,ADULT & LIFELONG LEARNING: FOUNDATIONS| PRACTICES| AND ISSUES,3.0,M-W-F 1830-2100,TBA,YAO| KAREN MELANIE L.,15,ENG,G,6,*ALL SLOTS for PYSCHOLOGY GRADUATE STUDENTS ACROSS MA/MP/PHD PROGRAMS and for PHD LEADS - OD & PHD LEADS -  BL STUDENTS,N,N,
A,SEMINAR IN HUMAN DEVELOPMENT:  SPECIAL EDUCATION:  OVERVIEW OF LEARNING AND BEHAVIORAL CHALLENGES,3.0,T 0800-1100; TH 0800-1230,TBA; TBA,PEREZ| Patricia H.,15,ENG,G,1,*ALL SLOTS for PYSCHOLOGY GRADUATE STUDENTS ACROSS MA/MP/PHD PROGRAMS and for PHD LEADS- BL STUDENT,N,N,
A,PSYCHOLOGY OF DISASTER RESPONSE,3.0,M-W-F 1830-2100,TBA,ACOSTA| AVEGALE C.,15,ENG,G,2,*ALL SLOTS for PSYCHOLOGY GRADUATE STUDENTS ACROSS MA/MP/PHD PROGRAMS,N,N,
A,BASIC INFORMATION TECHNOLOGY APPLICATIONS IN BUSINESS (BYOD),3.0,D 0800-0930,TBA,RUEDA| Jose IV,20,ENG,U,0,-,N,N,
A,COUNSELING AND PSYCHOTHERAPY,3.0,T 1230-1700; TH 1400-1700,TBA; TBA,FERNANDEZ| KARINA THERESE G.,15,ENG,G,3,*ALL SLOTS for PSYCHOLOGY GRADUATE STUDENTS ACROSS MA/MP/PHD PROGRAMS,N,N,
A,RESEARCH IN SOCIAL SYSTEMS,3.0,TUTORIAL 0000-0000,TBA,NAVARRA| Melissa,5,ENG,G,4,-,N,N,
A,KEY CONCEPTS AND CRITICAL DEBATES IN SOCIAL| INTERNATIONAL| AND TRANSDISCIPLINARY DEVELOPMENT,3.0,TBA,TBA,LIAO| KAREN ANNE S.| RODA| MARIA ANDREA S.,16,ENG,G,0,*From June 28-July 13| 2021,N,N,
A,DISSERTATION II,0.0,TBA,TBA,TBA| -,50,ENG,G,46,-,N,N,
A,BASICS IN THE RENEWAL OF RELIGIOUS EDUCATION,3.0,TBA,TBA,TBA| -,40,ENG,G,40,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,DEVELOPMENT IN THE SPIRITUAL LIFE,3.0,TBA,TBA,VALDES| Carmen,30,ENG,G,30,-,N,N,
A,IGNATIAN SPIRITUALITY,3.0,TBA,TBA,TBA| -,40,ENG,G,40,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,PRACTICAL THEOLOGY,3.0,TBA,TBA,TBA| -,30,ENG,G,29,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,EXEGESIS:  WISDOM LITERATURE,3.0,TBA,TBA,TBA| -,30,ENG,G,30,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,FINAL PAPER SUBMISSION ,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,BASICS IN THE RENEWAL OF RELIGIOUS EDUCATION,3.0,TBA,TBA,TBA| -,40,ENG,G,38,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,GIVING THE SPIRITUAL EXERCISES OF ST. IGNATIUS,3.0,TBA,TBA,QUILONGQUILONG| SJ| FR. JOSE,40,ENG,G,40,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,SUPERVISED RETREAT GIVING EXPERIENCE,3.0,TBA,TBA,BUENCONSEJO| S.J.| FR. ROBERTO R.,40,ENG,G,40,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,FUNDAMENTALS OF DIRECTED RETREAT GIVING,3.0,TBA,TBA,QUILONGQUILONG| SJ| FR. JOSE,40,ENG,G,40,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,FOUNDATIONS FOR DIRECTED RETREAT,3.0,TBA,TBA,QUILONGQUILONG| SJ| FR. JOSE,40,ENG,G,40,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,DEVELOPING IN THE SPIRITUAL LIFE:  THE PSYCHOLOGICAL AND SPIRITUAL PERSPECTIVES OF THE HUMAN PERSON,3.0,TBA,TBA,VALDES| Carmen,30,ENG,G,26,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,READINGS IN SOCIAL SYSTEMS,3.0,TUTORIAL 0000-0000,TBA,NAVARRA| Melissa,5,ENG,G,4,-,N,N,
A,IGNATIAN SPIRITUALITY,3.0,TBA,TBA,TBA| -,40,ENG,G,36,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,EXEGESIS:  WISDOM LITERATURE,3.0,TBA,TBA,TBA| -,40,ENG,G,37,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,INTRODUCTION TO THE OLD TESTAMENT,3.0,TBA,TBA,RAMIREZ| S.J.| FR. FELIPE FRUTO LL.,40,ENG,G,38,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,FUNDAMENTAL MORAL THEOLOGY,3.0,TBA,TBA,GENILO| FR. ERIC MARCELO,30,ENG,G,26,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,FAITH| SPIRITUALITY| AND THE CHURCH,3.0,D 0930-1100,TBA,ODULIO| EDWIN B.,17,ENG,U,0,-,N,N,
A,CAPSTONE PROJECT,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,PROJECT MANAGEMENT 3:PUBLIC PRESENTATION,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,PROJECT MANAGEMENT 2: IMPLEMENTATION,3.0,TBA,TBA,TBA| -,0,ENG,G,0,-,N,N,
A,PROJECT MANAGEMENT 1: DESIGN,3.0,TBA,TBA,CANUDAY| JOSE JOWEL P.| NAVARRA| Melissa| PAYOT| JUNEFE G.,16,ENG,G,0,*From June 28-July 10| 2021,N,N,
A,COMPREHENSIVE EXAMINATION,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,RESEARCH METHODS IN TRANSDISCIPLINARY SOCIAL DEVELOPMENT,3.0,TBA,TBA,DALUPANG| JOHN PAOLO C.| LIM| LIZA L.,20,ENG,G,5,*From August 2-17| 2021,N,N,
A,SYSTEMS THINKING FOR RISK GOVERNANCE| RESILIENCE| AND DEVELOPMENT,3.0,TBA,TBA,PORIO| EMMA E.,20,ENG,G,1,*From July 12-26| 2021,N,N,
A,COMMUNITY DEVELOPMENT| MICROPOLITICS| AND COOPERATION,3.0,TBA,TBA,NAVARRA| Melissa| RACELIS| MARY,20,ENG,G,0,*From July 28-August 10| 2021,N,N,
A,SOCIAL THEORY AND TRANSDISCIPLINARY DEVELOPMENT,3.0,TBA,TBA,LEVISTE| ENRIQUE NINO P.,16,ENG,G,1,*From July 15-30| 2021,N,N,
A,INTRODUCTION TO THE NEW TESTAMENT,3.0,TBA,TBA,CATAN| Moses Jarvis,40,ENG,G,39,ALL SLOTS FOR TMP STUDENTS.,N,N,
A,PRACTICUM I,3.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,PRACTICUM,3.0,T 1230-1700,TBA,TEH| LOTA A.,19,ENG,U,-1,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS.*SLASH WITH PSY 111 A,N,N,
A,GENIUS AND MADNESS: ABNORMAL PSYCHOLOGY IN WESTERN ARTS| LITERATURE AND HISTORY,3.0,T 0800-1100; TH 0800-1230,TBA; TBA,MARIANO| MELISSA PAULITA V.,15,ENG,U,0,-,N,N,
A,PHYSICS IN SOCIETY WITH PRACTICUM,3.0,TBA,TBA,MAHINAY| CHRISTIAN LORENZ S.,25,ENG,U,6,*Slash with PS 191A,N,N,
A,CLASSICAL MECHANICS I,3.0,TBA,TBA,MAQUILING| JOEL T.,5,ENG,U,3,-,N,N,
A,MATHEMATICAL PHYSICS I,3.0,D 1530-1700,TBA,BLANCAS| PHILIP JORDAN D.,30,ENG,U,9,-,N,N,
A,ANALYTICAL PHYSICS IV| LABORATORY,1.0,M-W-F 1000-1200,TBA,VARGAS| Noel,30,ENG,U,12,-,N,N,
A,ANALYTICAL PHYSICS IV| LECTURE,3.0,D 1400-1530,TBA,VARGAS| Noel,30,ENG,U,13,-,N,N,
A,ANALYTICAL PHYSICS III| LABORATORY,1.0,M-W-F 1300-1500,TBA,DACANAY| RODSON O.,20,ENG,U,0,-,N,N,
A,ANALYTICAL PHYSICS III| LECTURE,3.0,D 0930-1100,TBA,MAGALI| JOHN KEITH V.,20,ENG,U,0,-,N,N,
A,ELECTROMAGNETICS,3.0,TBA,TBA,SUGON| JR.| QUIRINO M.,5,ENG,U,2,-,N,N,
A,GENERAL PHYSICS I| LABORATORY,1.0,M-W-F 1700-1900,TBA,CHAN| BENJAMIN O.,20,ENG,U,0,-,N,N,
A,GENERAL PHYSICS I| LECTURE,3.0,D 1100-1230,TBA,CHAN| BENJAMIN O.,20,ENG,U,9,-,N,N,
A,FINAL PAPER SUBMISSION,0.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,RESIDENCY,0.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,ORAL DEFENSE,0.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,UNDERGRADUATE THESIS II,1.0,TBA,TBA,BENNETT| CLINT DOMINIC G.,5,ENG,U,4,-,N,N,
A,THESIS 2,3.0,TBA,TBA,TBA| -,10,ENG,G,9,-,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,5,ENG,G,5,-,N,N,
A,RECREATIONAL ACTIVITIES,2.0,D 1100-1230,TBA,ASAJAR| ARTURO F.,15,ENG,U,0,-,N,N,
A,MUAY THAI,2.0,D 0800-0930,TBA,PUERTOLLANO| PAUL ANDRE A.,15,ENG,U,6,-,N,N,
A,FOUNDATIONS OF PHYSICAL FITNESS AND HEALTH,2.0,D 0930-1100,TBA,RODIL| ANGELI MARIE T.,15,ENG,U,0,-,N,N,
A,THESIS I,0.0,TBA,TBA,TBA| -,50,ENG,G,48,-,N,N,
A,THE VALUE AND AIMS OF EDUCATION,3.0,M-W-F 1300-1530,TBA,PALACIOS| ROWENA ANTHEA A.,25,ENG,U,0,*Interdisciplinary Elective. The course will make extensive use of videos and films.,N,N,
A,BASIC SPANISH 1 LANGUAGE AND CULTURE,3.0,D 0800-0930,TBA,YOUNG| MARIA LUISA P.,16,~,U,0,-,N,N,
A,BASIC RUSSIAN 1 LANGUAGE AND CULTURE,3.0,D 1100-1230,TBA,VILLAR| JR.| FRANCISCO R.,16,~,U,8,-,N,N,
A,BASIC GERMAN 1 LANGUAGE AND CULTURE,3.0,D 0800-0930,TBA,COBARRUBIAS| PRINCESS MAE D.,16,~,U,1,-,N,N,
A,BASIC FRENCH 1 LANGUAGE AND CULTURE,3.0,D 0800-0930,TBA,YU| ROBERT JOHN C.,16,~,U,0,-,N,N,
A,RESIDENCY,0.0,TBA,TBA,TBA| -,50,ENG,G,49,-,N,N,
A,DISSERTATION II,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,RESEARCH IN MATHEMATICS EDUCATION I,6.0,TUTORIAL 0000-0000,TBA,TBA| -,2,ENG,G,0,-,N,N,
A,THESIS I,3.0,TBA,TBA,TBA| -,5,ENG,G,2,-,N,N,
A,DATA ANALYTICS FOR TEXT ANALYSIS,3.0,D 1100-1230,TBA,MEDRIANO| Jose III,15,ENG,U,0,-,N,N,
A,SPECIAL TOPICS:  COMPLEX SYSTEMS,3.0,TBA,TBA,MAQUILING| JOEL T.,10,ENG,G,8,-,N,N,
A,THESIS I,0.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,INTRODUCTION TO ASSESSMENT AND MANAGEMENT OF DEVELOPMENT DISABILITIES,3.0,T 0800-1230; TH 0800-1100,TBA; TBA,ALIANAN| ARSENIO| JR. S.,24,ENG,U,2,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS.,N,N,
A,HYPNOSIS AND HYPNOTHERAPHY,3.0,T 0800-1100; TH 0800-1230,TBA; TBA,RAMOS| MA. LOURDES L.,15,ENG,U,0,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS. 1 SLOTS FOR 3RD YEAR BS PSY MAJORS.,N,N,
A,BASIC COUNSELING PRINCIPLES AND TECHNIQUES FOR INDIVIDUAL AND GROUP SETTINGS,3.0,T 0800-1100; TH 0800-1230,TBA; TBA,FERNANDEZ| KARINA THERESE G.,21,ENG,U,0,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS.,N,N,
A,PSYCHOLOGICAL INTERVENTIONS IN DIVERSE COMMUNITY SITUATIONS,3.0,SAT 1230-1700; T 1400-1700,TBA; TBA,HECHANOVA| MA. REGINA M.,24,ENG,U,2,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS.,N,N,
A,STRATEGIC HUMAN RESOURCE MANAGEMENT,3.0,T 0800-1100; TH 0800-1230,TBA; TBA,LOMBOS| EMILY ANN I.,20,ENG,U,1,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS. 1 SLOTS FOR 3RD YEAR BS PSY MAJORS.,N,N,
A,DYNAMICS OF GROUPS IN ORGANIZATIONS,3.0,T 1400-1700; TH 1230-1700,TBA; TBA,CALLEJA| MENDIOLA T.,20,ENG,U,0,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS.,N,N,
A,CULTURE AND PSYCHOLOGY,3.0,T 1100-1400; TH 1230-1700,TBA; TBA,CANOY| NICO A.,20,ENG,U,2,ALL SLOTS FOR 4TH YEAR AB PSY MAJORS. ALL SLOTS FOR 4TH YEAR BS PSY MAJORS.,N,N,
A,CURRENT ISSUES IN PSYCHOLOGY:  DISASTER AND MENTAL HEALTH,3.0,M-W-F 1300-1530,TBA,ACOSTA| AVEGALE C.,15,ENG,U,5,-,N,N,
A,PRACTICUM,3.0,T 1230-1700,TBA,TEH| LOTA A.,1,ENG,U,0,*SLASH WITH PSYC 197 A,N,N,
A,DISSERTATION II,0.0,TBA,TBA,TBA| -,50,ENG,G,48,ALL SLOTS FOR PHD LS-BL MAJORS. ALL SLOTS FOR PHD LS-OD MAJORS.,N,N,
A,DISSERTATION I,0.0,TBA,TBA,TBA| -,50,ENG,G,50,ALL SLOTS FOR PHD LS-BL MAJORS. ALL SLOTS FOR PHD LS-OD MAJORS.,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,50,ENG,G,43,ALL SLOTS FOR PHD LS-BL MAJORS. ALL SLOTS FOR PHD LS-OD MAJORS.,N,N,
A,STRATEGIC LEADERSHIP INNOVATION| AND CHANGE,3.0,M 0800-1700,TBA,MAGSAYSAY| JOWETT CECILIO F.,15,ENG,G,5,ALL SLOTS FOR PHD LS-BL MAJORS. ALL SLOTS FOR PHD LS-OD MAJORS.,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,10,ENG,G,8,-,N,N,
A,COMPARATIVE ASEAN HEALTH POLICIES,3.0,D 1100-1230,TBA,CLAUDIO| JESSICA SANDRA R.| LOPEZ| LESLIE A.,30,ENG,U,0,-,N,N,
A,NON-DEMOCRATIC REGIMES,3.0,TUTORIAL 0000-0000,TBA,LIM| MILLARD O.,1,ENG,G,0,-,N,N,
A,GRADUATE SEMINAR IN INTERNATIONAL RELATIONS,3.0,TUTORIAL 0000-0000,TBA,QUINTANA| OLIVER JOHN C.,1,ENG,G,0,-,N,N,
A,GRADUATE SEMINAR IN COMPARATIVE POLITICS,3.0,TUTORIAL 0000-0000,TBA,LIM| MILLARD O.,1,ENG,G,0,-,N,N,
A,DIRECTED STUDY: PRACTICUM,3.0,D 1400-1530,TBA,ABAO| CARMEL V.,30,ENG,U,0,-,N,N,
A,UNDERGRADUATE THESIS IV,1.0,TBA,TBA,TBA| -,5,ENG,U,5,-,N,N,
A,UNDERGRADUATE THESIS III,2.0,TBA,TBA,TBA| -,5,ENG,U,5,-,N,N,
A,UNDERGRADUATE THESIS II,2.0,TBA,TBA,BENNETT| CLINT DOMINIC G.,5,ENG,U,5,-,N,N,
A,ON THE JOB TRAINING,3.0,TBA,TBA,MAHINAY| CHRISTIAN LORENZ S.,5,ENG,U,2,*Slash with PHYS 197A,N,N,
A,PROJECT II,6.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,PROJECT I,0.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,DISSERTATION II,0.0,TBA,TBA,TBA| -,10,ENG,G,6,-,N,N,
A,DISSERTATION I,0.0,TBA,TBA,TBA| -,10,ENG,G,10,-,N,N,
A,THESIS II,0.0,TBA,TBA,TBA| -,10,ENG,G,8,-,N,N,
A,PRACTICUM/INTERNSHIP,3.0,TUTORIAL 0000-0000,TBA,ABAO| CARMEL V.,1,ENG,G,0,-,N,N,
A,THESIS 1 (RESEARCH DESIGN),0.0,M-W-F 0800-1030,TBA,GUZMAN| MA AILEEN LEAH G.,12,ENG,G,11,-,N,N,
A,THESIS II,3.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,INTEGRATIVE ENVIRONMENTAL SCIENCE,3.0,D 1400-1530,TBA,GOTANGCO| CHARLOTTE KENDRA D.,3,ENG,G,1,ALL SLOTS FOR MS ES MAJORS.*TUTORIAL,N,N,
A,MICROPROCESSORS AND MICROCONTROLLERS| LECTURE,3.0,D 0930-1100,TBA,MAYUGA| GIAN PAOLO T.,18,ENG,U,1,ALL SLOTS FOR 4TH YEAR STUDENTS.,N,N,
A,LOGIC CIRCUITS AND SWITCHING THEORY| LABORATORY,1.0,T-TH 0930-1230,TBA,OPPUS| CARLOS M.,10,ENG,U,4,-,N,N,
A,POLYMERIC MATERIALS| LECTURE,3.0,D 1400-1530,TBA,CHAKRABORTY| SOMA,12,ENG,U,6,-,N,N,
A,LOGIC CIRCUITS AND SWITCHING THEORY| LECTURE,3.0,D 1400-1530,TBA,GALICIA| JAN KEVIN A.,10,ENG,U,4,-,N,N,
A,POLYMERIC MATERIALS| LABORATORY,1.0,M-W 0930-1230,TBA,CHAKRABORTY| SOMA,6,ENG,U,0,-,N,N,
A,ENGINEERING DATA ANALYSIS,3.0,D 0930-1100,TBA,PAROCHA| RAYMARK C.| PENA| ROBERT ALFIE S.,24,ENG,U,2,ALL SLOTS FOR 2ND YEAR BS EcE MAJORS. ALL SLOTS FOR 2ND YEAR BS CpE MAJORS.,N,N,
A,ENGINEERING WORKSHOP AND PRACTICES,1.0,T-TH 0930-1230,TBA,RETIRADO| MARK GLENN F.,8,ENG,U,2,ALL SLOTS FOR 2ND YEAR STUDENTS.*SLASH WITH ECE 20A,N,N,
A,MICROPROCESSOR SYSTEMS| LABORATORY,1.0,T-TH 1400-1700,TBA,OPPUS| CARLOS M.| RETIRADO| MARK GLENN F.,1,ENG,U,1,ALL SLOTS FOR 5TH YEAR STUDENTS.*SLASH WITH ENGG 122.02A,N,N,
A,SWITCHING THEORY AND DIGITAL DESIGN| LABORATORY,1.0,T-TH 0930-1230,TBA,OPPUS| CARLOS M.,1,ENG,U,0,-,N,N,
A,ENGINEERING MANAGEMENT,2.0,M-W-F 1530-1700,TBA,VOCAL| ERIKA KIRSTEN S.,12,ENG,U,7,-,N,N,
A,CLASSICAL CHINESE,3.0,D 1400-1530,TBA,SEE| DAISY C.,1,~,U,-1,ALL SLOTS FOR AB ChnS-B MAJORS.,N,N,
A,CROSS-CULTURAL COMMUNICATION IN A CHINESE CONTEXT,3.0,D 1530-1700,TBA,GANADILLO| IVY MARIE L.,1,ENG,U,0,ALL SLOTS FOR AB ChnS-B MAJORS.,N,N,
A,CHINESE MANDARIN AND CULTURE 1,3.0,D 0800-0930,TBA,SEE| DAISY C.,18,~,U,2,*Conversational: Basic Chinese| FLC1,N,N,
A,SWITCHING THEORY AND DIGITAL DESIGN| LECTURE,3.0,D 1400-1530,TBA,GALICIA| JAN KEVIN A.,1,ENG,U,0,-,N,N,
A,CHINESE MANDARIN AND CULTURE 2,3.0,D 1230-1400,TBA,SEE| DAISY C.,18,~,U,12,*Conversational: Intermediate Chinese,N,N,
A,CLASSICAL CHINESE,3.0,D 1400-1530,TBA,SEE| DAISY C.,1,~,U,0,ALL SLOTS FOR 3RD YEAR BS PSY MAJORS.,N,N,
A,CHINA'S FOREIGN POLICY,3.0,D 1100-1230,TBA,DIZON| ERWIN GUILE M.,15,ENG,U,12,-,N,N,
A,PRACTICUM I,1.0,SAT 0800-1100,TBA,OPPUS| CARLOS M.,5,ENG,U,5,ALL SLOTS FOR 5TH YEAR STUDENTS.*SLASH WITH CIE 185A,N,N,
A,ENGINEERING WORKSHOP AND PRACTICES,1.0,T-TH 0930-1230,TBA,RETIRADO| MARK GLENN F.,6,ENG,U,6,ALL SLOTS FOR 5TH YEAR STUDENTS.*SLASH WITH ENGG 10A,N,N,
A,MICROPROCESSORS AND MICROCONTROLLERS| LABORATORY,1.0,T-TH 1400-1700,TBA,OPPUS| CARLOS M.| RETIRADO| MARK GLENN F.,19,ENG,U,2,ALL SLOTS FOR 4TH YEAR STUDENTS.*SLASH WITH ELC 141.2A,N,N,
A,RESEARCH METHODS,1.0,M-W 1230-1400,TBA,GUICO| MARIA LEONORA C.,8,ENG,U,0,ALL SLOTS FOR 4TH YEAR STUDENTS.,N,N,
A,ON-THE-JOB TRAINING,3.0,SAT 0800-1100,TBA,GALICIA| JAN KEVIN A.| MACABEBE| EREES QUEEN B.,20,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS CpE MAJORS.,N,N,
A,INDUSTRIAL CHEMICAL REACTIONS AND PROCESSES| LECTURE,3.0,D 0930-1100,TBA,FABICON| RONALDO M.,19,ENG,U,0,*MATH WITH CHEM 81.52A,N,N,
A,INORGANIC COMPOUNDS AND REACTIONS| LECTURE,3.0,D 1100-1230,TBA,FABICON| RONALDO M.| TURNER| ADAM H.,22,ENG,U,2,-,N,N,
A,PROFESSIONAL ENGAGEMENT,3.0,D 0800-0930,TBA,BOLINAS| ROBERT DE ANGELO A.,20,ENG,U,3,-,N,N,
A,ORGANIC CHEMISTRY:  POLYMER CHEMISTRY,3.0,D 1400-1530,TBA,CHAKRABORTY| SOMA,6,ENG,G,5,-,N,N,
A,THE CHEMISTRY OF LIVING SYSTEMS,3.0,D 0800-0930,TBA,DE JESUS| Armando Jerome Jr.,12,ENG,G,8,-,N,N,
A,INORGANIC CHEMISTRY:  COORDINATION CHEMISTRY,3.0,D 0930-1100,TBA,FABICON| RONALDO M.| TURNER| ADAM H.,12,ENG,G,10,-,N,N,
A,GRADUATE SEMINAR I,1.0,T-TH 1700-1830,TBA,TBA| -,12,ENG,G,10,-,N,N,
A,GRADUATE SEMINAR II,1.0,T-TH 1700-1830,TBA,TBA| -,12,ENG,G,11,-,N,N,
A,FUNDAMENTALS OF RESEARCH,3.0,TBA,TBA,TBA| -,12,ENG,G,11,-,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,12,ENG,G,8,-,N,N,
A,ON-THE-JOB-TRAINING,3.0,SAT 0800-1100,TBA,OPPUS| CARLOS M.,10,ENG,U,2,ALL SLOTS FOR 5TH YEAR STUDENTS.*SLASH WITH ECE 190.1A,N,N,
A,MASTER'S PROJECT I,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,LAW| ECONOMICS| AND PUBLIC POLICY,3.0,D 1400-1530,TBA,CRUZ| JAN FREDRICK P.,25,ENG,U,-1,-,N,N,
A,ORAL DEFENSE,0.0,TBA,TBA,TBA| -,12,ENG,G,12,-,N,N,
A,RESIDENCY,0.0,TBA,TBA,TBA| -,12,ENG,G,12,-,N,N,
A,MECHANICS OF DEFORMABLE BODIES,3.0,D 1100-1230,TBA,MACABEBE| EREES QUEEN B.,5,ENG,U,0,ALL SLOTS FOR 5TH YEAR STUDENTS.,N,N,
A,FINAL PAPER SUBMISSION,0.0,TBA,TBA,TBA| -,12,ENG,G,12,-,N,N,
A,THESIS II,0.0,TBA,TBA,TBA| -,50,ENG,G,49,-,N,N,
A,DISSERTATION I,0.0,TBA,TBA,TBA| -,12,ENG,G,12,-,N,N,
A,DISSERTATION II,0.0,TBA,TBA,TBA| -,50,ENG,G,48,-,N,N,
A,INDUSTRIAL CHEMICAL REACTIONS AND PROCESSES| LABORATORY,2.0,T-TH 1200-1800,TBA,PALARDONIO| SIDNEY M.,19,ENG,U,5,ALL SLOTS FOR BS MAC MAJORS.*MATCH WITH CHEM 81.51A,N,N,
A,MASTER'S PROJECT II,3.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,FINAL PAPER SUBMISSION,0.0,TBA,TBA,TBA| -,50,ENG,G,44,-,N,N,
A,THESIS II,0.0,TBA,TBA,TBA| -,50,ENG,G,46,-,N,N,
A,INTRODUCTION TO CHINESE SOCIETY,3.0,D 0800-0930,TBA,BATA| SIDNEY CHRISTOPHER T.,10,ENG,U,6,-,N,N,
A,COMPREHENSIVE EXAMINATIONS,0.0,TBA,TBA,TBA| -,50,ENG,G,48,-,N,N,
A,MASTER'S PROJECT 1,0.0,TBA,TBA,TBA| -,50,ENG,G,43,-,N,N,
A,COMPREHENSIVE EXAMINATION,0.0,TBA,TBA,TBA| -,50,ENG,G,49,-,N,N,
A,MASTER'S PROJECT 2,0.0,TBA,TBA,TBA| -,50,ENG,G,48,-,N,N,
A,MASTER'S THESIS,0.0,TBA,TBA,TBA| -,50,ENG,G,49,-,N,N,
A,MASTER'S THESIS,0.0,TBA,TBA,TBA| -,50,ENG,G,50,-,N,N,
A,SPECIAL TOPICS IN HUMANITARIAN ACTION: HUMAN RIGHTS AND DEVELOPMENT,3.0,D 1230-1400,TBA,LIBREA| ROSETTE GILDA C.,20,ENG,U,-1,*Interdisciplinary Elective. Credited as Development Management| Health & Development| Humanitarian Action and Development & the Law Elective,N,N,
A,COMPREHENSIVE EXAMINATION,0.0,TBA,TBA,TBA| -,50,ENG,G,46,-,N,N,
